image_path,label,plant_type,disease_type,split
dataset\diseased\potato\7a3630ed-a43c-4957-a604-1de05e8e7f32___RS_Early.B 6795.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7a7ff9ee-1d6f-4ca8-a393-9c56ca74d7bb___RS_Early.B 8158.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7a84da2c-6c10-483f-9994-69aeedc21a57___RS_Early.B 7534.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7a8f295d-dc08-4a25-ba7a-28995729b6b6___RS_Early.B 8243.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7ace85c1-a488-4df2-8162-b73c17032099___RS_Early.B 7541.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7b95c3ad-d550-4cc8-96e0-549ec04c7dea___RS_Early.B 7342.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7ba072ea-9bb3-4b5e-8fff-82758ff3f722___RS_Early.B 8262.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7c0e4eed-d8e2-410f-a7bf-9f5a1c4a566d___RS_Early.B 8042.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7c9b2deb-6f9f-4671-bdcd-56481d8f0a35___RS_Early.B 8608.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7cc0cb45-7fae-4d55-8dce-aa5e4484b7d9___RS_Early.B 7088.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7d056cd3-76d1-49f5-8491-a25e4fc4f852___RS_Early.B 8414.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7d90df0a-da17-4641-9006-75aa7de6ed5e___RS_Early.B 8702.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7d92aa59-82fc-4c93-9d0e-728c0a944055___RS_Early.B 6965.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7dc2fac8-c581-4b69-9f54-dbe7d838956c___RS_Early.B 6677.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7ea05f87-83d3-405e-84ee-f637426f4bab___RS_Early.B 6715.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7f0c3ad4-67f7-4a6e-81da-5cdbe1c5ff8b___RS_Early.B 8453.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7fb3dc5c-f90b-46fe-8eb6-2d21038976ff___RS_Early.B 7256.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8002c1e4-0066-4764-9ed5-52d8334cd5c6___RS_Early.B 7855.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8081f3a1-d992-43bf-afa4-402ed06a83b1___RS_Early.B 6860.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\811eba3a-112e-43dd-8b22-57f3cde4c504___RS_Early.B 7983.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\81bc4d94-be1f-4127-8203-da3ae29aa3d5___RS_Early.B 7305.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\82048f32-5a2c-491c-8771-109a1024fd5a___RS_Early.B 8199.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\82611670-959a-401b-8ed0-4b4fdad5679e___RS_Early.B 8003.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\82654962-5b0d-44ed-9ca4-84be55ba23a6___RS_Early.B 6877.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\82927769-4d4a-4f19-a806-a02f435ad17d___RS_Early.B 7886.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\82a783e4-ba41-42af-96a8-ebc67abe905d___RS_Early.B 7439.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\82cdc0bb-ac22-429d-ad70-2ec0d771dd39___RS_Early.B 7405.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\833c373e-d3fc-4d1e-86e7-8bd11d41a33e___RS_Early.B 7509.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\835e6cde-b1e2-48e6-b616-e0a4ca05b127___RS_Early.B 7143.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\838c8a0a-d112-4940-9a5d-221b4e9cc4c8___RS_Early.B 6967.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\839a8aeb-9bcc-4fd9-b196-639d6f681426___RS_Early.B 7068.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\83b7d891-0fe8-47b8-b6e1-693493a2988a___RS_Early.B 8707.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\83e334ee-bd8c-4aa5-bb8e-bc64d99bd5e2___RS_Early.B 7329.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\83f244c6-e33e-4fbb-a9ef-3996cd25a547___RS_Early.B 8700.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8435fd63-0136-44f9-8dd4-6ca27bcddd97___RS_Early.B 7017.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\84546db4-ea7c-4357-bf3d-6afcae9a05bf___RS_Early.B 7637.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\848336c4-eaad-47e7-8458-5e80d5520d05___RS_Early.B 7729.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8493b49f-1b73-4d5c-b6f9-ae9a41091643___RS_Early.B 6720.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\849daa7e-b5ea-4445-93f9-b21d43c1bd44___RS_Early.B 7193.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\84a61cf3-fdc2-42bd-82d8-8dcf20e9d374___RS_Early.B 8130.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\853f6d7a-836c-4829-ba2c-2eeada2089cc___RS_Early.B 7208.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\85531704-18a5-4f98-8c1d-25709ecf77f8___RS_Early.B 8214.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\85626b40-beca-4bc0-90ed-fc6090c6b18e___RS_Early.B 8598.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\85a38441-6df7-4401-9905-fba74ebfa717___RS_Early.B 8230.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\85a9856f-d5ae-4740-a038-517489a25ff5___RS_Early.B 8635.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8636092c-9357-4b4c-9d2d-c45c3dcf9253___RS_Early.B 7981.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\86562214-f8b9-4105-9513-4847520aff9a___RS_Early.B 7515.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\86a65e8c-c7cf-45f7-8619-422eb6f1a40d___RS_Early.B 7745.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\86e98583-f506-4cb7-ba11-eea466662ec7___RS_Early.B 7335.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8784362f-5fc6-4ad9-b11d-d06b272cefb5___RS_Early.B 6907.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\879d0dfe-d17d-486a-992c-d80089133c50___RS_Early.B 7428.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\87c0254c-c987-4c54-adda-45c5e7346170___RS_Early.B 8848.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\887347a3-ee1c-4141-a423-ffe050dd246e___RS_Early.B 7851.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\88c63d75-4423-4233-9097-728af8a52033___RS_Early.B 6862.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\88e29276-8c4f-4d15-b3d4-d1db0a05cac1___RS_Early.B 6973.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\89273b26-09d5-4bf7-a6a5-22c47a613b93___RS_Early.B 7383.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8994b76b-6e1e-42d3-b07c-99abca3fa35b___RS_Early.B 7762.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\89b2e456-737b-4020-b788-c3f6a4927e69___RS_Early.B 7371.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\89d4dba2-3d9c-46fe-bac3-6be833b01351___RS_Early.B 6749.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8a9f0340-d5d1-479b-9dc5-d8df11685951___RS_Early.B 7024.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8ace7694-6cdd-495e-a987-f9c0ee82bcab___RS_Early.B 9016.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8b20db6d-9c57-46d7-b40d-c6a809b49e07___RS_Early.B 9127.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8b5e48c6-7fac-4c87-bae4-6dd4ca5d110d___RS_Early.B 8905.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8bcbd0ab-e530-4b6c-83a2-e0c649abbdaf___RS_Early.B 6676.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8be5bc25-febc-4bde-bd2b-01a54d3c6e3c___RS_Early.B 8760.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8c01f338-2648-4bcf-99cb-853978b39014___RS_Early.B 6742.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8c1f94fb-d8e0-4607-a967-b71408dfd1ab___RS_Early.B 8723.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8c3d0f9e-3a77-4ec2-a9ad-d996caa2c562___RS_Early.B 6887.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8ce2ee77-109f-4a08-bee9-2877c2201056___RS_Early.B 6834.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8d015dcf-e4da-41b7-9d81-8d160000accf___RS_Early.B 7264.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8d8382dc-c4aa-4118-8aae-d0c372dce562___RS_Early.B 7336.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8da2d8a3-159e-48eb-9ae6-fd82bdb22d5d___RS_Early.B 6923.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8df7a062-73d6-468e-8354-baa641dd69b3___RS_Early.B 7072.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8e05b766-d0a9-4621-9bb4-d16bef411dda___RS_Early.B 7238.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8e384f1d-1a56-4fcc-8e06-a65ee86270a8___RS_Early.B 7278.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8e8ec280-1469-4286-ac93-0d88f393d21c___RS_Early.B 7891.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8e99bd85-9c90-4d29-ba2c-2110f46cef07___RS_Early.B 8570.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8ee79bf1-78d0-4c93-b42c-301d54e64f41___RS_Early.B 8388.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8f0e2872-e5c6-43b2-97f9-269da00cd400___RS_Early.B 8089.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8f0e6484-7d27-4ee1-849a-316c6195b139___RS_Early.B 6840.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8f3f9eed-1a3d-4f0f-adcc-0fe3a832d95f___RS_Early.B 8518.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8f6d9148-ae73-42cc-be78-baca869d1543___RS_Early.B 6805.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8f78af6a-aec1-4e63-a27b-bada4a56d636___RS_Early.B 7643.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8f9aef15-0a7e-4b1f-883f-30b8cbc72fe4___RS_Early.B 7898.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8fcea4b7-97df-428e-a0ac-635108307e88___RS_Early.B 9229.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\8ff3274d-02b2-4859-9415-982aa4ec7d8c___RS_Early.B 7465.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\900514b4-8768-4370-bc53-998e390644db___RS_Early.B 7788.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\902d81fd-7e78-44b6-b71b-efa61e018c65___RS_Early.B 8100.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\904770c5-2c05-43a1-a4d7-bccb5eafe1b7___RS_Early.B 7129.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\904dba96-8ff1-45e2-af16-9c9cc5865c32___RS_Early.B 7349.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\906218cf-65e8-4713-841f-01707a9dd20c___RS_Early.B 7270.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\906bb6f0-e61b-42f2-83a9-22593dadcedc___RS_Early.B 8564.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\907f26c5-5996-41b3-877b-7de6122699a9___RS_Early.B 7758.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\90d47c2a-c84e-498c-b30d-f368e75611a7___RS_Early.B 7778.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\90efe2c3-3e9b-4c76-9ab9-b74b2b2ecf36___RS_Early.B 7582.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\91008080-0b15-41f0-ab72-5b6a3582239d___RS_Early.B 6954.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\911b9166-40ba-4dc8-974e-c916e6866142___RS_Early.B 9089.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9125d133-5b86-4363-8fbe-79c813ac8795___RS_Early.B 6748.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9141a8b4-6144-446d-b71d-925bcd432840___RS_Early.B 8648.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\91721448-8786-49f6-a66d-d410fe714676___RS_Early.B 7725.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\91a21acf-c95a-4ffc-90f2-8c64456f4032___RS_Early.B 7139.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\91d11576-f040-43ab-8e08-e7ef4926707a___RS_Early.B 8054.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\92757a8e-b68a-45b3-9d70-0281c8ea90ca___RS_Early.B 7199.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\92a30efc-6b2f-4e17-8688-e477e5d39bd9___RS_Early.B 7343.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\93701beb-c734-41ea-a5ef-9e5ca4728dfc___RS_Early.B 6885.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\93992994-fcb0-4d3e-b528-e6fd9fd1b317___RS_Early.B 6686.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\93c3dfcc-de7c-4ae9-9d18-4042f53e3d1f___RS_Early.B 7872.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\93c6b48d-cde9-4e8b-bbfb-1a9c06234419___RS_Early.B 7000.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\93eaec77-3e91-415a-a029-c054a42c18aa___RS_Early.B 8296.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\945f4d4b-5e0a-4cc0-8b7c-d82854730b9d___RS_Early.B 7836.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\94eb2aa6-7f9e-4a5a-b519-2106984e9a7d___RS_Early.B 8770.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9541d815-f209-4f13-892e-ca4e97ae5d8e___RS_Early.B 8981.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\95a4df95-bec8-4c93-bb07-48b0118f99be___RS_Early.B 7740.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\95cd8c85-b3b1-4d90-828d-1c93ea98977a___RS_Early.B 9109.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\95d42b98-1945-4cb3-ab27-0dbd56def41b___RS_Early.B 8866.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\95fba7f6-23a4-4c3c-a2b9-335c5b4c3810___RS_Early.B 7743.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\96ab8c2b-9067-4af7-821c-b14a3c7e618f___RS_Early.B 8816.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\97c1fe0d-72f6-421d-bb82-542f0766176c___RS_Early.B 7448.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\983cf28c-872f-423a-a774-41ed2939f249___RS_Early.B 7660.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9846eead-9fc1-4c35-8b63-1adfbdf0b118___RS_Early.B 8325.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\985f3b47-d5ee-45d4-a020-f43ca80fb59e___RS_Early.B 9211.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\98d40b59-5c50-45b6-9b8b-268c40547334___RS_Early.B 8031.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\98de061b-990e-4395-a50a-975c0fab5a4a___RS_Early.B 7394.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\98efaa2d-7587-48e8-8c19-4f7483e395cb___RS_Early.B 6982.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\992a06a6-1aeb-4876-b33e-4267aa1a0c43___RS_Early.B 7618.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\993bc916-4517-45cf-a5bd-90ee95dd35fd___RS_Early.B 8452.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\996c0f04-a33a-4620-8971-469e009abae7___RS_Early.B 8869.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\99821810-926a-4ac4-9bc7-cbae991f7e68___RS_Early.B 7626.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\99d75573-472e-4f57-ab82-b49b78853d03___RS_Early.B 7847.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\99fedd87-d173-4b2f-8bb1-26465641af4d___RS_Early.B 7372.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9a157bfb-073a-46b2-95c6-16792e30e03f___RS_Early.B 7409.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9b5f25b9-9f30-478a-9710-fc79dafaf62e___RS_Early.B 6739.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9badd590-45ed-4636-9590-b12342ea8a84___RS_Early.B 6944.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9bc2ecbb-4a3c-43be-80ce-c6ac77e4b498___RS_Early.B 7145.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9bef32f0-dc02-4223-a378-6a41c6bfc7a9___RS_Early.B 8444.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9c77f930-5d28-4b1f-8274-30c2c2dc82fb___RS_Early.B 8347.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9ca7d203-7b7c-4f5c-911f-fc225f3c5b77___RS_Early.B 7557.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9cb0c796-fde2-406b-87fe-3926b722f8f7___RS_Early.B 8300.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9cba8b9a-68a7-483a-bc77-6bacbbe7fc46___RS_Early.B 7588.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9cd81447-0701-4969-86aa-5f20269923c5___RS_Early.B 8790.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9ce9c6dc-b20c-47f8-91e0-31886945c4bb___RS_Early.B 8094.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9d0c69df-f5dc-4118-a654-ab40d100b9b6___RS_Early.B 8870.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9d2f37ae-aa02-4b04-b0cb-9fe125cfdbe2___RS_Early.B 7691.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9db872fc-f367-4dfa-b1f7-23490bb4552b___RS_Early.B 8842.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9e092cd4-dcd4-4f9b-a901-48ac13a6deb0___RS_Early.B 8343.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9e506566-6697-4444-a2f3-a3931d34bbf3___RS_Early.B 6899.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9eb646d2-e908-43d1-8dd5-0d6b8dcb21eb___RS_Early.B 7569.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9ebf9d7d-0cfe-44f5-9126-89c70d38321a___RS_Early.B 8986.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\9fa151cd-43d7-42e1-9235-72f58c584a4b___RS_Early.B 8581.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a01521f0-27be-4688-9d28-07d09ef80920___RS_Early.B 7119.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a02f78b3-da52-400a-ab11-7184df9ea485___RS_Early.B 8403.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a08eec21-8500-4ac5-92a9-d9b14067f01c___RS_Early.B 8985.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a0d8a499-e9e4-4c88-829c-7c2270073735___RS_Early.B 8525.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a10b278a-fcce-4cf4-aada-254e89050be5___RS_Early.B 7524.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a1dd3cdf-0ff5-49f6-b66e-9b3632a07019___RS_Early.B 7833.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a29559c6-1d80-4486-a3c9-26986d6e28e0___RS_Early.B 6890.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a29ed5b2-153c-4f0e-a633-f698c9ff51d2___RS_Early.B 8840.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a2fe15c2-1900-4fbd-9e69-771b1693cc68___RS_Early.B 7398.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a38df468-bb4a-4bb3-9ee9-a2dffae718e9___RS_Early.B 8690.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a3ed964c-36f1-403c-8146-b2a3b79a352d___RS_Early.B 8310.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a3fe02f0-6d49-4e9a-ba9a-ac26e8b65ca9___RS_Early.B 7560.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a4168403-2458-4f28-84f7-949050905878___RS_Early.B 8450.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a41c6816-0755-4e55-b589-42b665a97a02___RS_Early.B 7064.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a4ac4e39-1342-4b1d-806a-98789876a701___RS_Early.B 8953.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a4cc86e3-ac4d-4b72-89a2-6cf106831908___RS_Early.B 7346.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a50c5f93-a5db-4eaf-9d82-2e420d2351e7___RS_Early.B 7060.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a5b278e7-448e-40ae-80c2-d286f2681d10___RS_Early.B 7900.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a5e73fd4-6d3e-4037-b440-f4e5234e4459___RS_Early.B 7645.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a60106e3-e037-495f-8b5a-080adcb9bdd9___RS_Early.B 8561.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a601dd4d-4e81-4327-9e4e-fd19262a1306___RS_Early.B 8265.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a6995958-6344-4d37-9b99-d3bc3d40ab67___RS_Early.B 7210.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a6dbc59a-ca8a-40e0-a896-3e2270d771bb___RS_Early.B 7195.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a6fef9f4-0006-4faa-95ab-3aadde49b229___RS_Early.B 8783.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a801f66c-b8bc-42e5-ad5b-99f68d219fa9___RS_Early.B 8552.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a85029ca-881b-45a8-bb64-d8c77492a49d___RS_Early.B 8833.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a8933319-d98e-4e71-a2ac-e22f7e1bca08___RS_Early.B 7499.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a89d6e67-d60e-49b5-8b87-e137b6a5181c___RS_Early.B 7472.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a938ba0c-780a-41e0-b26c-3c6b87047ac6___RS_Early.B 6878.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\a9659799-4093-4d84-855e-2f4382729c01___RS_Early.B 8784.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\aa0ad1ba-f08a-4376-82a1-fec51fbf6810___RS_Early.B 7478.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\aa342b8f-88f5-4d9d-9740-4b1b4147c590___RS_Early.B 7939.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\aa687aac-2f1a-44d8-89aa-3f7d413b4763___RS_Early.B 8055.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\aa7e5986-6fa1-4b25-9861-cbae56886280___RS_Early.B 8545.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\aaa394b2-f7d5-41a5-97eb-acc4068ef72d___RS_Early.B 9155.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\ab0878eb-0310-4788-b2d7-14102cdd241e___RS_Early.B 7026.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\ab23a940-3124-4101-b562-08ca34a8334b___RS_Early.B 7790.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\ab808dff-e0fc-42d0-ad9a-c4cb7f69e59b___RS_Early.B 9210.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\abb9a8c4-5d0f-443a-b7c9-780036ffe76c___RS_Early.B 7380.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\abfaeb8b-fe1e-48e6-ab8f-c9a72680420d___RS_Early.B 7427.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\ac40d7e9-e650-40f1-b894-22f495febefd___RS_Early.B 7276.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\ac6c3aea-ad58-4b46-b0d2-195dba86e0f6___RS_Early.B 7926.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\acb59a95-cbe4-4602-9b8a-9adbf12899af___RS_Early.B 6754.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\acb84d77-5b1c-4beb-be27-99fee467bf1f___RS_Early.B 7577.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\acff9d5e-4b38-4817-a239-93c115a0b3ff___RS_Early.B 8993.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\ad8c76f3-16b3-4d7f-a9e9-cbec8c398d34___RS_Early.B 6694.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\adc573cd-bbf3-4742-9bd5-1e3e6f27319a___RS_Early.B 8685.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\ae25f262-234e-4ee1-96ad-3e47ddfbea9d___RS_Early.B 6670.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\ae38f458-d36e-43ce-95a5-45b775692d8d___RS_Early.B 8644.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\ae5a9be8-5bd6-4542-8766-6c7bb8c61ded___RS_Early.B 8182.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\aed93c24-f226-4dd4-b5fb-b1f2d1202c63___RS_Early.B 8363.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\af0ee942-50f5-43a7-a9fe-486ba1f5f989___RS_Early.B 7700.JPG,diseased_potato,potato,unknown,train
